,watch-title,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0
150,"Docker Tutorial 6- Writing, Building And Running Docker Image| Machine Learning",3.161 visualizações,Publicado em 22 de mai. de 2020,Educação,"#DOCKERS



    Docker Tutorial 6- Writing, Building And Running Docker Image| Machine Learning","Krish Naik













Carregando...
    







        Cancelar inscrição de Krish Naik?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição169 mil 











Carregando...
    









Carregando...
    













        Processando...","3.161 visualizações







69

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



70


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/cDwsaQoP4Lk/maxresdefault.jpg,1280.0,720.0,Docker is a set of platform as a service products that uses OS-level virtualization to deliver software in packages called containers. Containers are isolate...,1280.0,720.0,natural language processing examples,/channel/UCNU_lfiiWBdtULKOw6X0Dig
151,STP Macathon COVID19 / Kaggle CORD-19 challenge 2020 - Arabic.,177 visualizações,Publicado em 19 de abr. de 2020,Pessoas e blogs,STP Macathon COVID19 / Kaggle CORD-19 challenge 2020 - Arabic.,"Abdallah Sobehy













Carregando...
    







        Cancelar inscrição de Abdallah Sobehy?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição11 











Carregando...
    









Carregando...
    













        Processando...","177 visualizações







10

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



11


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/cHcXdOLHuZY/maxresdefault.jpg,1280.0,720.0,An introductory video for the challenge powered by STP student activity based on Kaggle’s CORD-19 challenge (COVID-19 Open Research Dataset challenge). Udemy...,1280.0,720.0,,/channel/UCF7UvbUqx1GOR_N3mPrXauA
152,Learning Machine Learning: ML Zero to Hero AMA,419 visualizações,Transmitido ao vivo em 23 de mai. de 2020,Entretenimento,Learning Machine Learning: ML Zero to Hero AMA,"Aniedi Udo-Obong













Carregando...
    







        Cancelar inscrição de Aniedi Udo-Obong?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição423 











Carregando...
    









Carregando...
    













        Processando...","419 visualizações







37

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



38


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/cPY9DOfdITg/hqdefault.jpg,480.0,360.0,A brief recap of resources shared introducing Machine Learning (ML). Ask Me Anything (AMA) session with Robert John & Aniedi Udo-Obong. Post Questions at htt...,1280.0,720.0,,/channel/UCUCs7AXDQjW73ArbicYa73w
153,Matching Your Prediction With Kaggle in MACHINE LEARNING and AI | Python Full Course in URDU/HINDI,6 visualizações,Publicado em 10 de abr. de 2020,Pessoas e blogs,Matching Your Prediction With Kaggle in MACHINE LEARNING and AI | Python Full Course in URDU/HINDI,"COMPUTER PROGRAMMING IN URDU













Carregando...
    







        Cancelar inscrição de COMPUTER PROGRAMMING IN URDU?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","6 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/cPZhtdlXqdE/hqdefault.jpg,480.0,360.0,Here You Will Find The Best Videos About Computer Programming . 1. Python Full Course in URDU / Hindi. ➜ https://www.youtube.com/watch?v=LKeSG7EpjMA&list=PL_...,960.0,720.0,Python Full Course,/channel/UC8_mEmKuaH8f8vn6__Cu4PQ
154,Kaggle challenge,,Publicado em 6 de abr. de 2020,Pessoas e blogs,Kaggle challenge,"anis khalili













Carregando...
    







        Cancelar inscrição de anis khalili?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...",,https://i.ytimg.com/vi/cl1P3CTJXfA/maxresdefault.jpg,1280.0,720.0,"This is a copyright project done by Anis khalili, Rania fekih ,Yassin raissouni , and boutheina kharoui. First delivery of the Kaggle Challenge.",1280.0,720.0,,/channel/UC3zcmeKLcbSe0fvktW_cLwA
155,What is ML.Net? | Part - 04 | Machine Learning with ML.Net for Absolute Beginners,6 visualizações,Publicado em 23 de mai. de 2020,Pessoas e blogs,What is ML.Net? | Part - 04 | Machine Learning with ML.Net for Absolute Beginners,"Tutorials Team













Carregando...
    







        Cancelar inscrição de Tutorials Team?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição681 











Carregando...
    









Carregando...
    













        Processando...","6 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/cquYWudoUeU/maxresdefault.jpg,1280.0,720.0,What is ML.Net? Machine Learning with ML.Net for Absolute Beginners Use your dotnet skills for building Machine Learning apps using ML.Net ##################...,1280.0,720.0,Udemy,/channel/UCk9e48gi_dwGzzYRIc_mcJA
156,Emmanuel Ameisen | Building Machine Learning Powered Apps,215 visualizações,Estreou em 24 de mai. de 2020,Pessoas e blogs,"#MachineLearning #Production #Applications



    Emmanuel Ameisen | Building Machine Learning Powered Apps","Sanyam Bhutani Chai Time Data Science













Carregando...
    







        Cancelar inscrição de Sanyam Bhutani Chai Time Data Science?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,62 mil 











Carregando...
    









Carregando...
    













        Processando...","215 visualizações







17

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



18


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/ctss0hcD9SE/maxresdefault.jpg,1280.0,720.0,Link to tweet for details on Giveaway: https://twitter.com/bhutanisanyam1/status/1264589958146174976?s=20 Audio (Podcast Version) available here: https://anc...,1280.0,720.0,,/channel/UCRjtBP-o5FbgRzX2BHQEFtQ
157,[Day 3] Live Machine Learning Training From Scratch,2.471 visualizações,Transmitido ao vivo em 22 de mai. de 2020,Educação,"#machinelearning #python #machine_learning_tutorial



    [Day 3] Live Machine Learning Training From Scratch","Umang Kejriwal













Carregando...
    







        Cancelar inscrição de Umang Kejriwal?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2,31 mil 











Carregando...
    









Carregando...
    













        Processando...","2.471 visualizações







105

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



106


3

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4",https://i.ytimg.com/vi/d0avzw3Y_u0/maxresdefault.jpg,1280.0,720.0,Code Link - https://colab.research.google.com/drive/1H0ViL4sU-H6n96GmuQq1Doy1hIUfE41Z?usp=sharing Join the Telegram Group: https://t.me/live_machine_learning...,1280.0,720.0,data-preprocessing,/channel/UCPcP3uq3CkqL5g096iD0tKA
158,Kaggle Tanıtımı 2,66 visualizações,Publicado em 28 de mar. de 2020,Educação,Kaggle Tanıtımı 2,"Datai Team













Carregando...
    







        Cancelar inscrição de Datai Team?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição3,09 mil 











Carregando...
    









Carregando...
    













        Processando...","66 visualizações







4

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/dFgzJtqXuJ0/hqdefault.jpg,480.0,360.0,"Yapay Zeka, Veri Bilimi, Makine Öğrenmesi, Derin Öğrenme ve Python kurslarından haberdar olmak ve indirimlerden faydalanmak için web sitemizi (www.dataiteam....",,,udemy,/channel/UCMEWGfU36LxVrML21prwUNA
159,,,,,,,,https://i.ytimg.com/vi/dsh_QvY5xTA/maxresdefault.jpg,1280.0,720.0,Working of LSTM,1280.0,720.0,,
160,08a Machine Learning for Pixel and Object Classification,215 visualizações,Publicado em 24 de mai. de 2020,Pessoas e blogs,08a Machine Learning for Pixel and Object Classification,"haesleinhuepf













Carregando...
    







        Cancelar inscrição de haesleinhuepf?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição655 











Carregando...
    









Carregando...
    













        Processando...","215 visualizações







7

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/dstjhCPBDOY/maxresdefault.jpg,1280.0,720.0,Introduction to Machine Learning for Pixel and Object classification in the context of Microscopic Bio-Image Analysis Slides are available online https://git...,1280.0,720.0,,/channel/UC-hlwQ9Q4GS3rtv2EwSStAQ
161,Nova SBE  Data Science Knowledge Center,,Publicado em 26 de mai. de 2020,Educação,Nova SBE  Data Science Knowledge Center,"Nova SBE













Carregando...
    







        Cancelar inscrição de Nova SBE?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,31 mil 











Carregando...
    









Carregando...
    













        Processando...",,https://i.ytimg.com/vi/e7P5ROfINiU/maxresdefault.jpg,1280.0,720.0,The Data Science Knowledge Center at Nova SBE aims to advance knowledge about data-driven decision-making and its application in society. Our position in a s...,1280.0,720.0,,/channel/UCg07ScHyOv8s2q0g4CsEd_g
162,Using Neural Networks to Identify Celebrities - 14/15 Deep Learning Apprentice Course,8 visualizações,Publicado em 24 de mai. de 2020,Pessoas e blogs,Using Neural Networks to Identify Celebrities - 14/15 Deep Learning Apprentice Course,"The Intelligent Jedi













Carregando...
    







        Cancelar inscrição de The Intelligent Jedi?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição7 











Carregando...
    









Carregando...
    













        Processando...","8 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/eOynrv0r6ZI/maxresdefault.jpg,1280.0,720.0,Notebooks and Data: https://github.com/aijedi/Deep-Learning-Neural-Networks/tree/master/Day%2014/Celbrity%20Face%20Classification%20Using%20Resnet For 1 on 1...,1280.0,720.0,,/channel/UCnsSxMFtKWk0kVv0jOLv04A
163,Home based machine learning set up,,Publicado em 25 de mai. de 2020,Ciência e tecnologia,Home based machine learning set up,"gami yato













Carregando...
    







        Cancelar inscrição de gami yato?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1 











Carregando...
    









Carregando...
    













        Processando...",,https://i.ytimg.com/vi/eRWO_nz9HV0/hqdefault.jpg,480.0,360.0,"Big thanks to our sponsor AWSUM photography, more information can be found down below. https://www.facebook.com/Awesumphoto",1280.0,720.0,,/channel/UC3Phy7HT-mIPKZ3fF5SsuVQ
